Date,Close,Volume,VIX_Close,Sentiment_Score,News_Volume,Target_Next_Day,Daily_Return,SMA_10,SMA_20,SMA_50,SMA_200,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,Weighted_Sentiment
2019-10-30,278.15875244140625,49643900,12.329999923706055,-0.33674942399098695,95,0,0.003067294945632293,275.17265014648444,272.0470901489258,270.3924249267577,261.4944004821777,65.14819774916903,2.0579111097270584,0.6420152125076626,1.4158958972193958,-31.99119527914376
2019-10-31,277.41796875,69053800,13.220000267028809,-0.37771849644237443,134,1,-0.0026631687297429263,275.5430572509766,272.6374450683594,270.61602539062494,261.7044816589355,62.57442388592697,2.109576235665884,0.5549442707571903,1.5546319649086935,-50.61427852327817
2019-11-01,279.9878845214844,71141500,12.300000190734863,0.2700215536017012,390,1,0.009263696158774426,276.290267944336,273.17658843994144,270.8926647949218,261.9184832000731,67.38790082095936,2.331021381797143,0.6211115335107595,1.7099098482863835,105.30840590466347
2019-11-04,281.11279296875,60606900,12.829999923706055,0.06528647935117671,489,0,0.0040177040131152975,276.96522216796876,273.8300506591797,271.32854003906243,262.1223243713378,69.25208591631878,2.5676902313195455,0.6862243064265297,1.881465924893016,31.92508840272541
2019-11-05,280.8019104003906,42933200,13.100000381469727,-0.013391887258833224,153,1,-0.0011058997531782078,277.69871215820314,274.67603607177733,271.7008428955078,262.3408468627929,68.09362704098304,2.6990533674429003,0.6540699540399073,2.044983413402993,-2.048958750601483
2019-11-06,280.8658447265625,46487100,12.619999885559082,0.09674324266109724,461,1,0.00022768479773049854,278.3590301513672,275.399919128418,272.09499999999997,262.55720870971675,68.21139891425489,2.776314934670779,0.585065217014229,2.19124971765655,44.59863486676583
2019-11-07,281.8536682128906,54272300,12.729999542236328,0.07974869860091516,72,1,0.0035170651927785013,279.0733184814453,276.08311004638676,272.472134399414,262.77787834167475,70.05081145930578,2.884009318904873,0.5542076809986582,2.3298016379062148,5.741906299265891
2019-11-08,282.54864501953125,49032100,12.069999694824219,-0.002769749090034468,436,0,0.0024657362490514423,279.744613647461,276.66203460693356,272.79598266601556,262.991965560913,71.30867624941821,2.9909588031632097,0.5289257322055958,2.462033070957614,-1.207610603255028
2019-11-11,282.00909423828125,35797300,12.6899995803833,0.3991941371354326,299,1,-0.0019095854493045294,280.20647277832035,277.22907104492185,273.1114056396484,263.21246475219715,68.88960159201879,2.9976250455660534,0.42847357968675137,2.569151465879302,119.35904700349435
2019-11-12,282.6036682128906,46484600,12.680000305175781,0.08246871030273484,94,1,0.0021083503573362528,280.73602294921875,277.6918518066406,273.46985595703126,263.4375157165526,70.09360899610292,3.016117318408135,0.35757268202306625,2.6585446363850687,7.752058768457075
2019-11-13,282.695068359375,53917700,13.0,0.4195123537314247,238,1,0.00032342165642207377,281.18965454101567,278.18115234375,273.7700500488281,263.64421722412095,70.28399703368055,3.0035250388056625,0.2759843219364746,2.727540716869188,99.84394018807907
2019-11-14,283.1065979003906,51219900,13.050000190734863,-0.1322711958466949,433,1,0.0014557365411569378,281.75851745605473,278.6507873535156,274.00965026855465,263.8423777770995,71.17381590813046,2.992259654482325,0.21177515009050962,2.7804845043918154,-57.27342780161889
2019-11-15,285.1552429199219,62023600,12.050000190734863,-0.1484127463220456,362,1,0.007236302632028568,282.2752532958985,279.2827606201172,274.2860363769531,264.05019538879384,75.16123274521256,3.112758347473914,0.265819074465679,2.846939273008235,-53.72541416858051
2019-11-18,285.3655700683594,49228000,12.460000038146973,0.24834411563754732,396,0,0.0007375882213624951,282.7005310058594,279.832876586914,274.5638977050781,264.25049537658685,75.5353916240655,3.1884713598358303,0.27322566946207605,2.9152456903737543,98.34426979246874
2019-11-19,285.2833251953125,67804700,12.859999656677246,0.08402485288979322,373,0,-0.0002882088158959739,283.1486724853516,280.42369232177725,274.8413891601562,264.4452429962157,75.05925841778276,3.2048939709893034,0.23171862449243896,2.9731753464968644,31.341270127892873
2019-11-20,284.22235107421875,79406200,12.779999732971191,-0.2995949670284729,361,0,-0.0037190190501579234,283.4843231201172,280.9216766357422,275.0590631103516,264.63630935668937,69.01552344489676,3.0966015686890387,0.09874097775373913,2.9978605909352996,-108.1537830972787
2019-11-21,283.7651062011719,54664700,13.130000114440918,-0.48495147183611453,261,1,-0.0016087576199363962,283.67546691894535,281.3743927001953,275.2486535644532,264.8368153381347,66.52928523334941,2.9399928126986765,-0.046294222589298606,2.986287035287975,-126.5723341492259
2019-11-22,284.39605712890625,44850200,12.34000015258789,0.20820902478746495,354,1,0.0022234972304420175,283.86020812988284,281.8024108886719,275.45450561523444,265.0389876556396,68.23004871303142,2.834121721041697,-0.12173225139702248,2.9558539724387196,73.70599477476259
2019-11-25,286.60028076171875,48647200,11.869999885559082,0.2854901401695338,347,1,0.007750542166670815,284.3193267822266,282.2628997802735,275.72137512207036,265.25150451660147,73.32882382761622,2.8947121045998756,-0.048913494271075386,2.943625598870951,99.06507863882823
2019-11-26,287.2496337890625,37569000,11.539999961853027,0.09882279877259681,87,1,0.002265709669292404,284.78392333984374,282.7599731445313,275.9873919677735,265.45157363891593,74.62103393071332,2.960995272194509,0.013895738658846746,2.9470995335356625,8.597583493215922
2019-11-27,288.530029296875,44444600,11.75,-0.45852868824432247,118,0,0.004457431297380632,285.36741943359374,283.27853698730473,276.2757385253906,265.65403060913076,76.988500421792,3.0813228055805553,0.10737861763591416,2.973944187944641,-54.10638521283005
2019-11-29,287.4599609375,36592700,12.619999885559082,-0.3387242661429467,226,0,-0.003708689740137827,285.80275573730466,283.78063659667976,276.5430505371093,265.85388870239245,71.02535509485347,3.055120145741057,0.06494076623713285,2.990179379503924,-76.55168414830595
2019-12-02,285.0180358886719,75767800,14.90999984741211,-0.20857313294551005,138,0,-0.00849483538808049,285.7890350341797,284.03214416503914,276.78742370605465,266.02805221557605,59.66757597889657,2.8049773725045952,-0.14816160559946345,2.9531389781040587,-28.783092346480387
2019-12-03,283.1065979003906,73941700,15.960000038146973,-0.4605640172842862,109,1,-0.006706375553818811,285.56313781738277,284.1318344116211,276.9948498535156,266.1904936218261,52.5797781602854,2.42455162947914,-0.42286987889993544,2.8474215083790755,-50.201477883987195
2019-12-04,284.8534240722656,49080000,14.800000190734863,0.3742304493574611,95,1,0.006170206504652498,285.52014770507805,284.3344100952149,277.2800146484375,266.35914390563954,57.543334630488005,2.238215011138891,-0.4873651977921476,2.7255802089310386,35.5518926889588
2019-12-05,285.3655700683594,40709000,14.520000457763672,0.4762860927527388,421,1,0.0017979281722231288,285.6344696044922,284.55939636230465,277.54341186523436,266.5348193359374,58.90159530010794,2.1075730105762887,-0.4944057586838002,2.601978769260089,200.51644504890305
2019-12-06,287.9721374511719,48927000,13.619999885559082,-0.07610745979704714,195,0,0.009134134093990776,286.0551727294922,284.8653198242188,277.8702813720703,266.71577102661126,65.03294586936997,2.18913154197719,-0.33027778182631895,2.519409323803509,-14.840954660424192
2019-12-09,287.0667724609375,34838500,15.859999656677246,-0.21621038947121796,311,0,-0.0031439325979509825,286.32224426269534,285.091226196289,278.20830993652345,266.89048179626457,61.59562200930948,2.1558604600421063,-0.29083909100912253,2.446699551051229,-67.24143112554879
2019-12-10,286.7466125488281,52649800,15.680000305175781,-0.4740950778013895,419,1,-0.0011152802860628919,286.33687744140633,285.3281021118164,278.5148767089844,267.06449401855457,60.38024824128379,2.0796853406365017,-0.2936113683317818,2.3732967089682835,-198.6458375987822
2019-12-11,287.560546875,53429100,14.989999771118164,-0.2144898504679721,295,1,0.002838514181342955,286.36796875000005,285.5759460449218,278.90229064941406,267.2431169128417,62.41087154234876,2.0612330954333515,-0.24965089082794556,2.310883986261297,-63.27450588805176
2019-12-12,290.03900146484375,96389600,13.9399995803833,-0.21877501425473733,488,1,0.008618896495982575,286.5188659667969,285.94314270019527,279.4340240478516,267.43647758483877,67.8194950858046,2.2209978495730525,-0.0719089093505958,2.2929067589236483,-106.76220695631181
2019-12-13,290.2128601074219,81503900,12.630000114440918,-0.21426333574741607,383,1,0.0005994319443249907,286.7941558837891,286.29845581054684,279.92606384277343,267.6228597259521,68.16553173654366,2.3347282141950245,0.033457164217100654,2.301271049977924,-82.06285759126035
2019-12-16,292.20660400390625,82749700,12.140000343322754,-0.4279965405024424,274,1,0.006869936417519096,287.5130126953125,286.6510238647461,280.3860955810547,267.8238105773925,71.89745471547464,2.5562717085421696,0.20400052685139647,2.352271181690773,-117.27105209766921
2019-12-17,292.2705993652344,61097700,12.289999961853027,-0.4260757731886561,367,1,0.00021900723820489354,288.42941284179693,286.9962753295899,280.87063659667973,268.02679565429685,72.01087434170468,2.7058194128967443,0.282838584964777,2.4229808279319673,-156.3698087602368
2019-12-18,292.2889404296875,48133000,12.579999923706055,-0.21462585734218642,325,1,6.275371006503327e-05,289.1729644775391,287.34655609130857,281.43877136230475,268.237494277954,72.0456962013731,2.793613973724689,0.29650651663417715,2.497107457090512,-69.75340363621059
2019-12-19,293.48699951171875,85310500,12.5,-0.20234166143614407,477,1,0.004098886123676149,289.98510742187494,287.8097885131836,281.9807476806641,268.46464630126945,74.29533578991737,2.9261344940371146,0.3432216295572821,2.5829128644798325,-96.51697250504073
2019-12-20,294.773681640625,147142100,12.510000228881836,0.04365512215304479,215,1,0.004384119674966547,290.66526184082034,288.36021728515624,282.51242431640634,268.70071235656735,76.48412124618363,3.099256159903689,0.4130746363390849,2.686181523564604,9.38585126290463
2019-12-23,295.2239990234375,52990000,12.609999656677246,0.4538918876654715,434,1,0.0015276716031979998,291.4809844970703,288.90161437988286,282.99750122070316,268.9210804748535,77.21537037019753,3.2354963883721553,0.4394518918460406,2.7960444965261146,196.98907924681464
2019-12-24,295.23321533203125,20270000,12.670000076293945,0.11152404834522733,175,1,3.1218019619805304e-05,292.32964477539065,289.33326110839846,283.4887982177734,269.136759109497,77.23097564956403,3.306100758503078,0.4080450095815702,2.8980557489215077,19.516708460414783
2019-12-26,296.8048400878906,30911200,12.649999618530273,-0.20848946529590295,439,0,0.005323333128665286,293.2540740966797,289.8110214233399,283.9579339599609,269.3519522857666,79.77486147662896,3.4491129861841614,0.44084578981012257,3.008267196374039,-91.52687526490139
2019-12-27,296.73126220703125,42528800,13.430000305175781,-0.4051464380325962,328,0,-0.0002478998686058498,293.9233001708985,290.2210830688477,284.4343780517578,269.56758926391603,79.3280103537319,3.515984011835201,0.4061734523689293,3.1098105594662715,-132.88803167469155
2019-12-30,295.0953369140625,49729100,14.819999694824219,-0.07803142458385681,389,1,-0.005513154498117401,294.41154785156255,290.6028518676758,284.86200683593745,269.768782043457,69.94667340827465,3.3978064842100366,0.23039673979501174,3.167409744415025,-30.3542241631203
2019-12-31,295.81219482421875,57077300,13.779999732971191,0.02242834458533327,144,1,0.002429241741508825,294.7721069335938,291.1425598144531,285.32793518066404,269.96893859863275,71.53522119666391,3.323681058143393,0.12501705098269422,3.1986640071606987,3.229681620287991
2020-01-02,298.5786437988281,59151200,12.470000267028809,-0.1309697211478449,149,0,0.009352045057686942,295.40291137695317,291.91616210937497,285.8122430419922,270.18261009216303,76.66201020824572,3.4484142629529515,0.1998002046338021,3.2486140583191494,-19.51448845102889
2020-01-03,296.3177185058594,77709700,14.020000457763672,-0.29592380158953,339,1,-0.007572294066993224,295.80578918457036,292.48937683105464,286.2692572021484,270.3888278198242,66.17232913679634,3.3264828272484124,0.06229501514340985,3.2641878121050025,-100.31816873885067
2020-01-06,297.4482421875,55653900,13.850000381469727,0.1449403894250053,319,0,0.0038152415837335862,296.20191345214846,293.0935104370117,286.73296874999994,270.5862928771972,68.49376517352184,3.283228089237525,0.015232221706018123,3.267995867531507,46.2359842265767
2020-01-07,296.61181640625,40496400,13.789999961853027,0.32146044113754246,162,1,-0.0028120044519299725,296.38572692871094,293.52549438476564,287.17098937988277,270.8043992614746,64.9427871947169,3.1451999206194614,-0.09823675752963679,3.243436678149098,52.076591464281876
2020-01-08,298.19268798828125,68296000,13.449999809265137,-0.20597713527140715,212,1,0.005329766026131777,296.6825958251954,294.08179016113286,287.6181292724608,271.03136123657225,68.28905007388045,3.1273248728828094,-0.09288944421303125,3.2202143170958406,-43.66715267753832
2020-01-09,300.2145690917969,48473300,12.539999961853027,0.33760499425963686,61,0,0.00678045165076302,297.1807312011719,294.7551879882813,288.07461059570306,271.2590103149414,71.97366932460656,3.238970836641556,0.015005215636572089,3.223965621004984,20.59390464983785
2020-01-10,299.35064697265625,53029300,12.5600004196167,0.1604917624915676,346,1,-0.0028776821916209894,297.43531188964846,295.3446929931641,288.515460205078,271.48899902343743,68.32075341092288,3.22061453279872,-0.0026808705650114284,3.2232954033637315,55.53014982208239
2020-01-13,301.4093933105469,47086800,12.319999694824219,-0.3933164160790348,329,0,0.006877373938258602,297.903125,295.9132125854493,288.98047302246084,271.7244799804687,71.97147864574215,3.33376113044244,0.08837258166296635,3.2453885487794736,-129.40110089000245
2020-01-14,300.9499206542969,62832800,12.390000343322754,-0.23881920863408423,407,1,-0.001524413858517648,298.4885833740234,296.450065612793,289.4511120605468,271.94964553833,70.03175079248079,3.3477640804574094,0.08190042534234854,3.265863655115061,-97.19941791407228
2020-01-15,301.6300048828125,72056600,12.420000076293945,-0.44330883398243803,277,1,0.0022597920180109643,299.0703643798828,296.9212356567383,289.8839544677733,272.16303665161126,71.2661671104141,3.3748356284082206,0.08717757863452746,3.287658049773693,-122.79654701313534
2020-01-16,304.1389465332031,54050300,12.319999694824219,-0.19193561115519764,281,1,0.00831794453395096,299.62639465332035,297.51465301513673,290.3444775390624,272.3883381652832,75.3071262544776,3.557729358846302,0.21605704725808694,3.341672311588215,-53.93390673461054
2020-01-17,305.085693359375,95846000,12.100000381469727,0.1062086868915838,483,0,0.0031128759961971397,300.5031921386719,298.15449066162114,290.8301531982421,272.6163351440429,76.64204169614734,3.736002206618082,0.31546391602389345,3.4205382905941883,51.298795768634974
2020-01-21,304.4883117675781,77742400,12.850000381469727,0.2969589562610834,253,1,-0.001958078024632881,301.20719909667974,298.7045562744141,291.3026025390625,272.8379028320312,73.92632839519382,3.7854447699812113,0.29192518350961816,3.493519586471593,75.13061593405409
2020-01-22,304.52508544921875,48914900,12.90999984741211,-0.22231135351805598,170,1,0.0001207720632268039,301.9985260009766,299.19212646484374,291.7560308837891,273.0533578491211,73.98743245053444,3.7839763623768476,0.2323654207242032,3.5516109416526445,-37.79293009806952
2020-01-23,304.8742980957031,51963000,12.979999542236328,-0.34321281732350395,189,0,0.001146745089880552,302.66668701171875,299.6746414184571,292.2025439453126,273.2695620727539,74.59627196656643,3.767561081923475,0.17276011221666376,3.594800969706811,-64.86722247414225
2020-01-24,302.1629943847656,87578400,14.5600004196167,-0.07425790265118337,229,0,-0.008893185578032536,302.8615295410156,300.02113037109376,292.60562194824223,273.47891433715813,62.38707443174223,3.4954786022692588,-0.0794578939500421,3.574936496219301,-17.005059707120992
2020-01-27,297.3195495605469,84062500,18.229999542236328,0.1963882377790538,403,1,-0.016029245520552515,302.6584197998046,300.0468658447266,292.89993957519533,273.6596096801758,47.447343645483144,2.8561023874769376,-0.5750672869938906,3.431169674470828,79.14445982495867
2020-01-28,300.4351806640625,63834000,16.280000686645508,-0.31516867365804513,494,0,0.010479065732881265,302.5609985351563,300.2320617675781,293.2547418212891,273.8562455749512,54.92492234032919,2.5711588042308335,-0.688008696191996,3.2591675004228295,-155.6933247870743
2020-01-29,300.18701171875,53888900,16.389999389648438,0.008872295121695073,90,1,-0.0008260315744779145,302.4847076416016,300.4866455078125,293.5963500976562,274.04280746459966,54.262624705928616,2.2988144991643935,-0.7682824010067493,3.067096900171143,0.7985065609525566
2020-01-30,301.1612548828125,75491800,15.489999771118164,-0.31739813251949534,162,0,0.003245454087051902,302.4378326416016,300.7540985107422,293.91647033691396,274.2351014709473,56.48115677420051,2.136959418548429,-0.7441099852981714,2.8810694038466003,-51.41849746815824
2020-01-31,295.6928405761719,113845600,18.84000015258789,0.21727732160087365,66,1,-0.018157761723925914,301.5932220458985,300.6098083496094,294.12301574707027,274.3991925048829,43.6752896034116,1.5495702862706366,-1.065199294060771,2.6147695803314077,14.34030322565766
2020-02-03,297.8894348144531,69083000,17.969999313354492,-0.10073294621736639,80,1,0.0074286351810246565,300.87359619140625,300.68839416503914,294.37513793945305,274.5774829101563,48.70616639348141,1.2469330958159617,-1.094269187612357,2.3412022834283186,-8.058635697389311
2020-02-04,302.4295349121094,62573200,16.049999237060547,0.08544946377690843,222,1,0.015240889964708293,300.6677185058594,300.9374588012696,294.7392816162109,274.7758915710449,57.21281837820308,1.357787349309092,-0.7867319472953813,2.1445192966044733,18.96978095847367
2020-02-05,305.92205810546875,65951100,15.149999618530273,0.16022620003050947,466,1,0.011548221288553595,300.8074157714844,301.4029708862305,295.18242065429683,274.99063079833985,62.381225380608555,1.7077714510966189,-0.3493982764062835,2.0571697275029024,74.66540921421742
2020-02-06,306.95135498046875,50359700,14.960000038146973,-0.2403371278587374,325,0,0.003364572274958899,301.01512145996094,301.84090423583984,295.63352661132814,275.1986930847168,63.77020212826988,2.044622888951835,-0.010037470840853935,2.054660359792689,-78.10956655408965
2020-02-07,305.3154602050781,64139400,15.470000267028809,0.17773979114202654,117,1,-0.005329491949936926,301.33036804199213,302.0959487915039,296.0078302001953,275.40152084350586,59.979722415298845,2.154738558876204,0.08006255926681183,2.074675999609392,20.795555563617103
2020-02-10,307.5947265625,42070000,15.039999961853027,-0.34731487873390654,60,1,0.007465283139906909,302.35788574218753,302.508152770996,296.41473205566405,275.61656005859373,63.256737889492314,2.3982779121568,0.25888153003792613,2.139396382118874,-20.83889272403439
2020-02-11,308.1278076171875,54864500,15.180000305175781,0.26197779039629077,144,1,0.001733063049047967,303.1271484375,302.8440734863281,296.8066876220703,275.8281042480468,63.999231998977535,2.604279279777245,0.3719063181266966,2.2323729616505483,37.72480181706587
2020-02-12,310.1130065917969,43992700,13.739999771118164,0.13258589382893604,413,0,0.006442777722534432,304.11974792480476,303.3022277832031,297.25974853515623,276.0474905395508,66.69808934915417,2.8943614172860634,0.5295907645084119,2.3647706527776515,54.75797415135059
2020-02-13,309.7821044921875,54501900,14.149999618530273,0.11825410308453299,329,1,-0.001067037152830408,304.9818328857422,303.70983276367184,297.7550299072265,276.2645429992675,65.81245104012922,3.062252822860785,0.5579857360665068,2.504267086794278,38.905599914811354
2020-02-14,310.27838134765625,64582200,13.680000305175781,-0.487914036850282,69,0,0.0016020191233521164,306.4403869628906,304.01680450439454,298.2984655761718,276.4940878295898,66.53025295617392,3.1984832422189697,0.5553729243397534,2.6431103178792164,-33.66606854266946
2020-02-18,309.4788513183594,57226200,14.829999923706055,0.17767652312646476,120,1,-0.0025768151355702873,307.5993286132813,304.2364624023437,298.7909741210937,276.72248901367175,64.1918882879875,3.2049863520033455,0.4495008272993033,2.755485524704042,21.32118277517577
2020-02-19,310.9585876464844,48814700,14.380000114440918,-0.3541159022937087,243,0,0.0047813810921859545,308.4522338867188,304.5599761962891,299.3028344726563,276.94537841796864,66.53613544982763,3.2915989644540105,0.4288907517999747,2.8627082126540357,-86.05016425737122
2020-02-20,309.68109130859375,74163400,15.5600004196167,-0.022252962375758356,302,0,-0.0041082523160381745,308.82813720703126,304.8177764892578,299.7370135498047,277.1673619079589,62.718639215202806,3.2200382097678926,0.2858639976910853,2.9341742120768073,-6.720394637479023
2020-02-21,306.4917907714844,113788200,17.079999923706055,-0.36941106117015843,78,0,-0.01029866086958231,308.78218078613287,304.8986511230469,300.1255139160157,277.3955493164062,54.3368628194251,2.8728593624265386,-0.04905187972021485,2.9219112421467535,-28.814062771272358
2020-02-24,296.32696533203125,161088400,25.030000686645508,0.36694061384687315,487,0,-0.03316508221596015,307.8833312988281,304.60684967041016,300.3171209716797,277.5747245788574,37.25020092965976,1.7572447391409582,-0.9317332024046365,2.6889779415455948,178.70007894342723
2020-02-25,287.3475646972656,218913200,27.850000381469727,-0.156139324012033,246,0,-0.030302340607795464,305.8586151123047,304.1082504272461,300.312861328125,277.71294418334963,28.672660631372512,0.14685665329034236,-2.033697030604202,2.1805536838945443,-38.41027370696012
2020-02-26,286.2906188964844,194773800,27.559999465942383,0.10982990382637792,333,0,-0.003678283481869049,303.6748962402344,303.4010223388672,300.2378936767578,277.8393556213379,27.859461479940745,-1.200831758800689,-2.7051083541561867,1.5042765953554977,36.57335797418385
2020-02-27,273.43292236328125,284353500,39.15999984741211,0.3017139400904729,494,0,-0.044911344223445004,300.0068878173828,302.06331787109383,299.90229492187495,277.9342746734619,20.312306090963585,-3.268713494468898,-3.818392071859517,0.5496785773906188,149.04668640469362
2020-02-28,272.2839660644531,384975800,40.11000061035156,-0.17021945918494197,324,1,-0.004201967666869422,296.2570739746094,300.61945343017584,299.5038421630859,278.01194297790533,19.796224963849514,-4.943253094748229,-4.394345337711078,-0.5489077570371509,-55.1511047759212
2020-03-02,284.07568359375,238703600,33.41999816894531,-0.05918083763732518,482,0,0.04330669080420857,293.6368041992187,300.0385955810547,299.33994384765623,278.14105064392095,37.380566787458775,-5.258231120040307,-3.767458690402525,-1.4907724296377822,-28.525163741190735
2020-03-03,275.9418640136719,300139100,36.81999969482422,0.101200393531658,81,1,-0.02863257944917985,290.28310546875,298.94121704101565,299.01300231933584,278.21753013610845,32.14517432136689,-6.093937617810468,-3.6825321505381483,-2.4114054672723197,8.197231876064297
2020-03-04,287.54058837890625,176613400,31.989999771118164,0.05768433434226772,456,0,0.042033217419520374,287.94130554199216,298.19676971435547,298.8940740966796,278.3604288482667,44.15616825981417,-5.753992473049777,-2.674069604621966,-3.0799228684278113,26.30405646007408
2020-03-05,277.9823303222656,186366800,39.619998931884766,0.12476856445483409,263,0,-0.033241422056371595,284.77142944335935,296.7997833251953,298.5582470703124,278.4640979766847,38.16136044784798,-6.184563244800643,-2.483712301098265,-3.7008509437023775,32.81413245162136
2020-03-06,273.3869323730469,228667200,41.939998626708984,0.1949576943862894,198,0,-0.016531259177125723,281.46094360351566,295.1215621948242,298.12150573730463,278.5331937408448,35.6550547007239,-6.818010116112362,-2.4937273379279867,-4.324282778184375,38.6016234884853
2020-03-09,252.03684997558594,309417300,54.459999084472656,0.1149192518087867,164,1,-0.07809474363729985,277.0319320678711,292.45763168334963,297.25757843017567,278.49952499389656,26.836503431418052,-8.939742755072984,-3.6923679815108876,-5.247374773562097,18.84675729664102
2020-03-10,265.0784606933594,276444100,47.29999923706055,-0.3062051612686103,117,0,0.05174485682961327,274.80502166748045,290.3318183898926,296.62305084228507,278.5468735504151,37.074585016767585,-9.459835075859871,-3.3699682418382197,-6.0898668340216515,-35.82600386842741
2020-03-11,252.1563262939453,255316300,53.900001525878906,-0.23993691916332827,71,0,-0.04874833800382705,271.39159240722654,287.5332443237305,295.7315521240233,278.52671234130867,32.257903068463534,-10.790335962174936,-3.760375302522627,-7.029960659652309,-17.03552126059631
2020-03-12,228.03077697753906,392220700,75.47000122070312,0.27780423330309045,425,1,-0.09567695433618606,266.8513778686523,283.4291328430176,294.39026092529286,278.3978366851807,25.5768323501282,-13.634329639517716,-5.283495183892326,-8.35083445562539,118.06679915381345
2020-03-13,247.5242156982422,329566100,57.83000183105469,0.4440305457312519,347,0,0.08548599877210084,264.3754028320312,280.31623840332037,293.42450134277334,278.37494453430185,36.94133952326903,-14.152120689464937,-4.6410289870716355,-9.511091702393301,154.0785993687444
2020-03-16,220.43923950195312,297240000,82.69000244140625,0.015337756097928534,70,1,-0.10942354112661234,258.0117584228515,275.8242813110352,291.86171325683586,278.21318466186534,30.070525949771543,-16.557144591099473,-5.636842310964937,-10.920302280134536,1.0736429268549974
2020-03-17,232.34117126464844,262070500,75.91000366210938,0.1583752065937547,462,0,0.053991892684740694,253.65168914794918,271.96739730834963,290.58218231201164,278.1279663848878,35.72762227315698,-17.303295318249468,-5.106394430491946,-12.196900887757522,73.16934544631468
2020-03-18,220.57705688476562,327597100,76.44999694824219,0.1982453312387077,389,1,-0.050632930512702345,246.9553359985352,267.44832077026365,289.044758605957,277.9870986938477,32.89499397995892,-18.629145663918905,-5.145795820929106,-13.4833498429898,77.11743385185729
2020-03-19,221.04579162597656,289322000,72.0,0.21082237195235376,131,0,0.0021250385141180494,241.26168212890627,263.0165557861328,287.5334381103516,277.8215771484376,33.122513156583466,-19.4182274008121,-4.74790204625784,-14.67032535455426,27.617730725758342
2020-03-20,211.52001953125,347158800,66.04000091552734,0.12954269708361577,421,0,-0.043094111969545046,235.07499084472656,258.2679672241211,285.7999847412109,277.5974192810059,30.834503886385505,-20.575054143532128,-4.723783031182293,-15.851271112349835,54.53747547220224
2020-03-23,206.11184692382812,326025200,61.59000015258789,-0.22662837310899886,392,1,-0.025568135911706813,230.48249053955078,253.75721130371096,283.91793029785157,277.3378855895997,29.584990333971334,-21.678347507297588,-4.6616611159582,-17.016686391339388,-88.83832225872756
2020-03-24,224.7862548828125,235494500,61.66999816894531,0.1705173949203317,104,1,0.0906032731145523,226.4532699584961,250.6291458129883,282.42664245605465,277.1588136291505,38.80628327459955,-20.80600808323706,-3.0314573535181353,-17.774550729718925,17.733809071714496
