Date,Sentiment_Score,News_Volume
2020-08-24,0.47702399999999995,100
2020-08-25,0.546297,100
2020-08-26,0.46420900000000004,100
2020-08-27,0.531511,100
2020-08-28,0.45970999999999995,100
2020-08-29,0.6168107692307693,65
2020-08-30,0.656137,100
2020-08-31,0.520829,100
2020-09-01,0.604719,100
2020-09-02,0.479745,100
2020-09-03,0.346211,100
2020-09-04,0.35401299999999997,100
2020-09-05,0.4693527472527473,91
2020-09-06,0.630312,100
2020-09-07,0.422917,100
2020-09-08,0.304606,100
2020-09-09,0.23686799999999997,100
2020-09-10,0.37498800000000004,100
2020-09-11,0.44000799999999995,100
2020-09-12,0.5129479166666667,96
2020-09-13,0.498992,100
2020-09-14,0.444392,100
2020-09-15,0.322205,100
2020-09-16,0.471879,100
2020-09-17,0.408219,100
2020-09-18,0.51021,100
2020-09-19,0.5214272727272727,55
2020-09-20,0.397095,100
2020-09-21,0.36010800000000004,100
2020-09-22,0.489354,100
2020-09-23,0.383016,100
2020-09-24,0.396646,100
2020-09-25,0.516971,100
2020-09-26,0.48133720930232554,86
2020-09-27,0.52074,100
2020-09-28,0.568537,100
2020-09-29,0.643567,100
2020-09-30,0.533293,100
2020-10-01,0.596778,100
2020-10-02,0.559728,100
2020-10-03,0.4831752808988764,89
2020-10-04,0.522802,100
2020-10-05,0.549316,100
2020-10-06,0.0028770000000000046,100
2020-10-07,0.5139589999999999,100
2020-10-08,0.46452,100
2020-10-09,0.557868,100
2020-10-10,0.537776,100
2020-10-11,0.533288,100
2020-10-12,0.5639419999999999,100
2020-10-13,0.345382,100
2020-10-14,0.41281399999999996,100
2020-10-15,0.46875300000000003,100
2020-10-16,0.59353,100
2020-10-17,0.5042623529411765,85
2020-10-18,0.536471,100
2020-10-19,0.583462,100
2020-10-20,0.567978,100
2020-10-21,0.574018,100
2020-10-22,0.536057,100
2020-10-23,0.612406,100
2020-10-24,0.5164644444444444,90
2020-10-25,0.598603,100
2020-10-26,0.396768,100
2020-10-27,0.37723100000000004,100
2020-10-28,0.5338040000000001,100
2020-10-29,0.38099400000000005,100
2020-10-30,0.42477699999999996,100
2020-10-31,0.6047899999999999,100
2020-11-01,0.660466,100
2020-11-02,0.57275,100
2020-11-03,0.422173,100
2020-11-04,0.574158,100
2020-11-05,0.440397,100
2020-11-06,0.506905,100
2020-11-07,0.59629,100
2020-11-08,0.6360600000000001,100
2020-11-09,0.48349800000000004,100
2020-11-10,0.484991,100
2020-11-11,0.578528,100
2020-11-12,0.562018,100
2020-11-13,0.593782,100
2020-11-14,0.522141,100
2020-11-15,0.600234,100
2020-11-16,0.544404,100
2020-11-17,0.5331089999999999,100
2020-11-18,0.444915,100
2020-11-19,0.374751,100
2020-11-20,0.40704100000000004,100
2020-11-21,0.536828,100
2020-11-22,0.558867,100
2020-11-23,0.624444,100
2020-11-24,0.526361,100
2020-11-25,0.50896,100
2020-11-26,0.43381100000000006,100
2020-11-27,0.465407,100
2020-11-28,0.5825123456790123,81
2020-11-29,0.629726,100
2020-11-30,0.512688,100
2020-12-01,0.511727,100
2020-12-02,0.49183,100
2020-12-03,0.400165,100
2020-12-04,0.553421,100
2020-12-05,0.60629,100
2020-12-06,0.57676,100
2020-12-07,0.279025,100
2020-12-08,0.42871899999999996,100
2020-12-09,0.492106,100
2020-12-10,0.534802,100
2020-12-11,0.46997999999999995,100
2020-12-12,0.441119,100
2020-12-13,0.574328,100
2020-12-14,0.468578,100
2020-12-15,0.412172,100
2020-12-16,0.236893,100
2020-12-17,0.327376,100
2020-12-18,0.402185,100
2020-12-19,0.43508,100
2020-12-20,0.564455,100
2020-12-21,0.172912,100
2020-12-22,0.32978900000000005,100
2020-12-23,0.404223,100
2020-12-24,0.58166,100
2020-12-25,0.53045,52
2020-12-26,0.5902295454545454,88
2020-12-27,0.5476610000000001,100
2020-12-28,0.384204,100
2020-12-29,0.423805,100
2020-12-30,0.531676,100
2020-12-31,0.497984,100
2021-01-01,0.633215625,64
2021-01-02,0.6829210526315789,57
2021-01-03,0.560936,100
2021-01-04,0.38492899999999997,100
2021-01-05,0.5992999999999999,100
2021-01-06,0.545028,100
2021-01-07,0.46796,100
2021-01-08,0.49044400000000005,100
2021-01-09,0.6086666666666667,99
2021-01-10,0.559046,100
2021-01-11,0.35314599999999996,100
2021-01-12,0.375354,100
2021-01-13,0.429864,100
2021-01-14,0.37339500000000003,100
2021-01-15,0.326828,100
2021-01-16,0.675971,100
2021-01-17,0.49317,100
2021-01-18,0.38209000000000004,100
2021-01-19,0.35598399999999997,100
2021-01-20,0.508344,100
2021-01-21,0.45169899999999996,100
2021-01-22,0.426566,100
2021-01-23,0.5258412499999999,80
2021-01-24,0.512379,100
2021-01-25,0.497868,100
2021-01-26,0.500088,100
2021-01-27,0.460229,100
2021-01-28,0.413184,100
2021-01-29,0.389601,100
2021-01-30,0.552891,100
2021-01-31,0.46267600000000003,100
2021-02-01,0.495589,100
2021-02-02,0.49126400000000003,100
2021-02-03,0.536756,100
2021-02-04,0.54185,100
2021-02-05,0.597947,100
2021-02-06,0.5608299999999999,100
2021-02-07,0.5103139999999999,100
2021-02-08,0.502534,100
2021-02-09,0.461744,100
2021-02-10,0.509887,100
2021-02-11,0.494896,100
2021-02-12,0.445238,100
2021-02-13,0.6147269999999999,100
2021-02-14,0.617947,100
2021-02-15,0.584229,100
2021-02-16,0.524434,100
2021-02-17,0.476813,100
2021-02-18,0.364546,100
2021-02-19,0.40854999999999997,100
2021-02-20,0.505772,100
2021-02-21,0.608552,100
2021-02-22,0.34666800000000003,100
2021-02-23,0.385762,100
2021-02-24,0.490378,100
2021-02-25,0.44284399999999996,100
2021-02-26,0.410541,100
2021-02-27,0.599719,100
2021-02-28,0.597984,100
2021-03-01,0.541613,100
2021-03-02,0.482649,100
2021-03-03,0.405528,100
2021-03-04,0.396563,100
2021-03-05,0.5126539999999999,100
2021-03-06,0.549928,100
2021-03-07,0.6289629999999999,100
2021-03-08,0.5469579999999999,100
2021-03-09,0.5186930000000001,100
2021-03-10,0.428748,100
2021-03-11,0.469659,100
2021-03-12,0.49707,100
2021-03-13,0.42312600000000006,100
2021-03-14,0.612595,100
2021-03-15,0.582969,100
2021-03-16,0.583276,100
2021-03-17,0.39407800000000004,100
2021-03-18,0.429927,100
2021-03-19,0.519861,100
2021-03-20,0.567798,100
2021-03-21,0.484548,100
2021-03-22,0.46864199999999995,100
2021-03-23,0.507562,100
2021-03-24,0.544781,100
2021-03-25,0.49323100000000003,100
2021-03-26,0.539483,100
2021-03-27,0.495888,100
2021-03-28,0.536415,100
2021-03-29,0.45535600000000004,100
2021-03-30,0.453441,100
2021-03-31,0.53199,100
2021-04-01,0.5583509999999999,100
2021-04-02,0.501916,100
2021-04-03,0.6282638554216867,83
2021-04-04,0.5394140000000001,100
2021-04-05,0.522879,100
2021-04-06,0.561331,100
2021-04-07,0.47139600000000004,100
2021-04-08,0.526297,100
2021-04-09,0.523311,100
2021-04-10,0.6197123711340206,97
2021-04-11,0.499013,100
2021-04-12,0.483741,100
