Date,FinBERT_Score,Prob_Pos,Prob_Neg,News_Volume
2020-01-27,-0.22691473,0.2377577,0.46467245,100
2020-01-28,0.116048336,0.3631096,0.24706127,100
2020-01-29,-0.070662916,0.25945953,0.3301224,100
2020-01-30,-0.023028202,0.29235557,0.31538376,100
2020-01-31,0.012656162,0.30867094,0.2960148,100
2020-02-01,0.07149708,0.31237817,0.24088106,100
2020-02-02,0.21984133,0.37267008,0.15282878,100
2020-02-03,0.07954116,0.31206855,0.23252739,100
2020-02-04,-0.033472408,0.27065313,0.30412555,100
2020-02-05,0.09656873,0.35550177,0.25893304,100
2020-02-06,-0.055329856,0.2492156,0.30454546,100
2020-02-07,-0.05058293,0.2955571,0.34614003,100
2020-02-08,0.15499187,0.35992298,0.20493111,100
2020-02-09,0.12474424,0.35133332,0.22658908,100
2020-02-10,-0.117399685,0.2739816,0.3913813,100
2020-02-11,0.1550629,0.34820262,0.19313973,100
2020-02-12,0.23004219,0.43047336,0.20043117,100
2020-02-13,0.02657085,0.27513316,0.24856232,100
2020-02-14,-0.13315037,0.24699028,0.38014066,100
2020-02-15,0.17474596,0.3912286,0.21648265,100
2020-02-16,0.17846668,0.37459782,0.19613115,100
2020-02-17,0.10577446,0.37364483,0.2678704,100
2020-02-18,0.061132908,0.38377315,0.32264024,100
2020-02-19,0.1480727,0.37311482,0.22504212,100
2020-02-20,0.012165615,0.25654006,0.24437447,100
2020-02-21,-0.12585399,0.21898748,0.34484145,100
2020-02-22,0.08721375,0.2844212,0.19720747,100
2020-02-23,0.13755281,0.29940614,0.16185333,100
2020-02-24,-0.16572662,0.22696012,0.39268675,100
2020-02-25,-0.16975565,0.17830956,0.34806523,100
2020-02-26,0.08717732,0.34456715,0.2573898,100
2020-02-27,-0.12727045,0.19471475,0.32198521,100
2020-02-28,-0.19469602,0.21180199,0.40649804,100
2020-02-29,0.11143835,0.28403872,0.17260036,100
2020-03-01,0.12376452,0.3259829,0.20221838,100
2020-03-02,-0.07814441,0.28485015,0.36299458,100
2020-03-03,-0.025171706,0.313259,0.3384307,100
2020-03-04,-0.042164057,0.2974006,0.33956462,100
2020-03-05,-0.16609608,0.24088077,0.40697682,100
2020-03-06,-0.19652535,0.21616444,0.41268978,100
2020-03-07,0.12027939,0.34765857,0.22737919,100
2020-03-08,0.1983678,0.37689358,0.17852579,100
2020-03-09,-0.45851785,0.15515222,0.61367005,100
2020-03-10,-0.028740872,0.22493936,0.25368026,100
2020-03-11,-0.3116741,0.1864497,0.49812376,100
2020-03-12,-0.38233766,0.15806785,0.5404055,100
2020-03-13,-0.1257678,0.201972,0.3277398,100
2020-03-14,-0.0065984214,0.31379518,0.3203936,100
2020-03-15,0.15083262,0.37046257,0.21962996,100
2020-03-16,-0.3454935,0.20981923,0.55531275,100
2020-03-17,-0.123267785,0.23334849,0.35661626,100
2020-03-18,-0.3424615,0.20265037,0.5451119,100
2020-03-19,0.046441022,0.34027496,0.29383397,100
2020-03-20,-0.12646145,0.29783913,0.42430058,100
2020-03-21,-0.04590252,0.24514858,0.2910511,100
2020-03-22,0.08029828,0.28317064,0.20287237,100
2020-03-23,-0.14141667,0.21293402,0.3543507,100
2020-03-24,0.02685817,0.28452137,0.25766322,100
2020-03-25,-0.029310297,0.2825086,0.3118189,100
2020-03-26,-0.06366114,0.26151687,0.325178,100
2020-03-27,-0.22908375,0.19943249,0.42851624,100
2020-03-28,0.13653363,0.37948513,0.24295151,100
2020-03-29,0.022139385,0.25591975,0.23378038,100
2020-03-30,-0.14448039,0.2534572,0.39793754,100
2020-03-31,-0.15446866,0.21608156,0.3705502,100
2020-04-01,-0.30682588,0.1939334,0.5007593,100
2020-04-02,-0.096579246,0.2326335,0.32921273,100
2020-04-03,-0.4513354,0.16542388,0.6167593,100
